loan_amnt,int_rate,emp_length,annual_inc,delinq_2yrs,earliest_cr_line,total_acc,total_bal_ex_mort
35000,18.25,4,110000,0,6018,37,67329
15325,17.86,10,42620,0,6233,44,19094
16000,13.99,3,55500,0,3979,7,19107
18000,7.26,5,60000,0,5867,18,103528
21000,11.99,4,120000,0,8271,29,83700
5000,8.18,9,36000,1,8150,17,13385
6250,11.53,1,24000,0,3219,10,12413
8400,9.99,10,40000,0,5106,25,52519
25000,6.49,1,60000,0,11131,42,38954
6000,7.89,2,45000,2,5744,41,41516
30000,9.17,2,150000,0,4314,31,94955
24525,11.53,10,165000,0,13385,37,191754
15000,5.32,10,62000,0,12807,45,27843
21000,13.67,0,90600,0,4922,17,25276
14000,9.17,1,51000,0,5075,14,92600
25000,16.55,10,79000,0,4528,14,30400
21000,13.99,6,61120.72,2,12988,27,28727
32000,10.99,4,111000,0,5198,16,75235
8000,18.25,0,22000,0,4863,6,6792
12000,9.99,4,32000,0,4863,18,9684
6000,7.26,6,60000,0,9185,38,24325
35000,18.25,10,135000,0,7967,11,68095
5000,10.49,0,30250,0,6598,10,13957
2000,6.24,3,32000,0,8271,9,16804
4200,12.69,1,18000,0,2945,9,5358
19200,13.33,3,82000,0,5410,19,42723
15000,17.86,10,83000,0,7541,39,61997
16000,10.99,1,172800,0,5471,66,97363
6700,16.99,10,54000,0,6414,13,63773
12800,15.61,1,75000,0,9946,56,120290
5400,17.57,1,14178,0,1666,4,4640
12500,8.18,1,86000,0,8240,50,176064
28000,6.39,0,104899,0,8271,55,29469
2600,20.99,0,18500,0,5379,11,3876
4950,14.65,8,40000,2,5075,20,16171
25000,9.17,3,85000,0,6598,30,84933
29000,10.99,10,68000,0,10585,40,47432
20000,12.29,1,95000,1,4863,21,42256
1500,12.29,9,45000,0,5045,37,44573
20000,15.61,1,90000,1,8362,33,136503
16000,7.26,1,47840,0,12350,28,155343
15000,6.49,10,60000,0,5259,19,22131
22950,17.57,5,70000,2,5106,27,45661
16000,9.99,3,80000,0,3706,17,17471
7650,12.99,6,183000,0,7785,33,134029
5600,15.61,10,35000,0,9611,23,21789
12000,13.33,10,80000,1,4833,31,67260
15000,11.53,3,68000,0,4588,15,50936
10800,25.78,10,27000,0,4467,14,25394
16550,19.48,8,46000,0,5440,46,109176
4500,11.99,3,64000,2,4680,27,46846
6400,9.49,7,66000,0,9305,15,7455
12000,15.61,4,60000,0,4283,37,87582
16000,17.86,3,65000,0,9854,54,45753
3200,13.33,4,50000,0,2518,24,186625
15000,6.99,0,46000,0,11893,14,29768
20000,9.17,7,71000,0,11649,18,55000
13000,9.17,10,48000,0,13872,20,12264
4000,15.41,10,73000,0,3311,5,14776
12000,12.29,1,45000,0,3979,51,136881
20000,5.32,3,145000,0,7694,15,35919
16000,13.66,1,49000,1,7479,23,67809
7350,12.29,0,39672,0,8209,18,4030
10000,8.19,7,38000,0,4588,19,26379
12000,6.24,10,100000,2,6355,33,43706
7350,12.59,10,60000,0,4283,8,1167
2500,14.48,4,45000,0,4984,24,30759
10000,6.24,0,75000,0,6202,20,19166
8000,10.49,10,48000,0,4163,7,8177
9000,13.33,1,35000,0,3433,24,14386
9200,12.69,1,32000,0,4283,20,69624
7500,12.69,0,60000,0,6963,30,28965
10000,16.55,10,112000,0,9124,35,57508
10000,9.17,5,60000,0,8789,25,20192
17600,12.29,10,50000,0,5349,20,20931
10800,18.25,10,80000,1,10707,35,61483
16000,5.32,1,62400,0,7054,33,49273
25000,11.99,10,60000,0,12015,32,38452
20000,17.57,10,42000,0,5471,18,29612
19225,12.29,3,163000,0,11072,39,59148
9000,7.89,5,138000,0,5287,65,112667
15000,14.65,10,120000,1,7602,29,121912
20000,8.38,0,150000,0,11558,35,135457
33500,15.61,2,135000,0,5958,29,112987
12000,16.55,4,50000,0,5137,49,128786
20000,9.99,1,105000,1,7997,26,44555
16000,11.53,1,85600,0,4772,52,120403
6000,5.32,10,77000,0,4375,20,22900
15000,16.55,4,50000,0,4710,53,107277
10000,14.31,10,45000,0,7113,34,28253
5500,12.29,10,56060,0,7266,18,79184
8400,9.17,9,44000,0,8850,10,14455
6000,15.61,0,50000,0,5106,11,25046
16000,12.39,6,50000,0,5440,27,39545
3450,15.41,10,49000,0,7236,14,14864
10950,15.61,1,38000,0,3433,14,26101
13675,5.32,0,50100,0,5897,27,63739
4200,6.89,10,88000,2,8940,23,36774
27575,24.99,2,60000,1,3096,14,30392
35000,13.18,10,138388.26,0,6536,40,238185
10000,9.76,10,81000,0,7389,47,20739
15000,6.89,10,95000,1,6932,20,46102
24000,17.57,6,100000,0,4619,21,55873
20000,6.89,3,122000,0,4467,11,19817
13000,8.18,0,74000,0,11893,42,66987
16000,10.99,10,65000,0,4222,14,39477
6000,9.76,3,29000,0,4314,13,53408
20000,8.18,10,44000,0,8120,22,26919
5500,8.19,6,45000,0,5471,23,5525
16000,8.67,3,50000,2,10250,23,26378
2400,12.29,1,38000,0,2853,7,14338
20000,14.65,6,67000,0,6963,26,36846
3500,6.89,1,25000,0,4649,8,13558
15000,13.99,2,55000,0,1880,10,21634
6500,11.53,2,38000,0,2518,7,12977
10750,19.99,10,30000,1,6294,25,32167
32500,18.55,3,65000,1,10585,23,39041
28000,15.59,10,109000,0,12258,30,63506
17600,12.69,8,74532,1,7236,33,165357
16000,12.29,2,78000,0,7450,22,163012
8000,12.29,1,25000,0,1727,9,30991
22600,13.99,7,58000,0,3979,30,54986
12200,7.89,10,88000,0,6506,17,39341
20000,10.64,1,200000,0,4557,10,35365
2000,9.49,0,72000,0,5075,27,18702
15000,18.55,2,44720,0,3523,11,40166
30000,18.54,10,98000,1,5714,77,159915
15000,13.33,5,122000,1,6110,60,219522
6000,15.61,2,150000,0,7755,39,113585
5000,9.99,4,69000,0,5805,19,64399
13275,14.65,2,31608,0,9489,20,14799
13000,8.19,10,92750,2,7663,22,23297
12000,16.99,2,70000,0,3461,31,71075
4725,13.33,3,32000,1,6141,26,24503
2400,12.69,10,18000,0,11985,22,17736
12625,10.99,10,44000,0,7054,20,17052
24000,11.53,2,95000,0,8605,31,74194
20000,6.92,10,70000,0,9277,25,43171
27000,8.18,10,63750,0,4649,33,104336
35000,13.33,10,96000,0,10493,38,44503
2575,13.99,10,40000,0,7358,17,2547
2150,15.61,7,86316,0,4222,31,62479
13600,10.99,10,75000,0,6810,31,52710
6000,12.69,6,60000,0,3219,13,22591
23000,22.99,5,46000,0,4406,42,82308
14700,16.99,5,35000,1,4649,8,14368
15000,15.61,8,43000,1,5958,12,34947
15000,9.17,4,80000,0,4467,22,70191
6000,12.29,1,48000,0,5440,33,27963
20000,5.32,10,80000,0,9336,39,83274
12000,7.89,1,65000,0,6202,13,19161
23000,10.49,10,90000,0,8485,26,64384
9350,15.61,1,26000,0,4863,13,31094
10000,5.32,2,300000,0,8089,26,137422
28000,16.99,10,83000,0,5379,21,58013
35000,8.18,10,100000,0,8515,22,52295
12000,13.33,10,35000,0,5318,15,68116
15250,17.57,4,55000,0,5198,25,25884
20000,8.67,10,60520,0,5714,27,26529
21700,18.54,9,72619,0,4344,26,52347
3000,7.89,10,45000,0,5714,43,32682
16000,5.32,10,100000,0,6871,23,18420
12000,10.99,3,140000,1,4894,22,51303
16900,22.99,5,47000,0,3584,28,119427
9975,16.99,2,31200,0,6049,54,127044
5000,9.17,7,54000,0,7297,43,4885
14600,23.99,1,43000,0,3676,15,53674
10000,10.99,1,275000,1,3918,16,12636
5000,6.89,10,34000,0,6628,23,25309
12000,9.49,1,55000,0,8209,18,12960
12000,7.26,2,75000,0,7085,27,60876
15000,13.67,1,42000,0,3219,10,43111
3000,14.65,1,20000,0,5836,11,25245
28000,8.18,9,140000,1,6567,16,35779
17100,16.55,10,52000,0,14784,18,54734
5000,17.86,1,40000,0,2184,12,55623
9000,10.99,1,40000,0,5683,21,23837
17000,7.89,3,68000,2,5137,21,22396
10000,11.53,1,50000,0,6383,17,16937
15000,10.99,8,79600,0,3767,23,56047
17775,21.99,4,72100,0,5836,9,32783
12000,14.65,3,45000,0,4132,20,80677
24000,13.18,3,130000,0,7967,24,196672
9600,6.92,8,48000,0,4314,16,26897
18000,6.24,10,151000,0,10066,32,35252
15175,18.49,10,59000,0,5775,13,71419
13700,13.99,8,48000,0,4619,15,45744
19300,17.57,10,42000,0,8727,21,25990
15000,6.24,10,108000,3,8424,23,14656
6400,11.53,1,40730,1,5198,22,18188
13000,13.99,1,62500,1,4680,30,47454
18000,12.59,4,60000,0,2761,19,21484
16000,5.32,2,80000,0,4984,30,76192
4000,17.57,8,84000,1,3067,16,36805
14475,22.99,4,51000,2,8789,30,47830
32000,17.57,1,96761,0,4222,25,153241
9725,16.55,10,90000,0,9063,24,87608
16200,18.25,5,45000,0,8059,20,24505
21600,19.52,2,60000,0,5563,26,61393
8000,7.89,2,70000,1,2975,47,97400
7500,10.99,9,35000,0,3979,11,25180
30000,9.17,7,150000,0,11772,41,123309
21850,8.18,1,50000,0,3067,12,25115
6000,9.17,10,62000,1,7389,20,33650
5000,16.55,4,35000,0,3676,11,28423
13000,10.49,4,75000,0,3311,11,16083
10000,7.89,2,51000,0,6779,18,17690
17500,13.99,10,72000,0,6202,18,43088
7800,12.69,6,60000,1,9155,22,18517
11000,12.69,2,48000,0,6018,21,55101
10000,7.26,2,36500,0,3737,27,66354
10000,8.18,7,55000,0,5106,32,48322
5200,9.17,3,60000,0,3857,15,16390
10000,16.55,1,60000,0,7785,26,18317
14400,12.69,9,60000,0,7389,22,42021
3800,18.84,10,61500,0,3006,11,46481
10000,9.17,10,100750,0,10311,17,58265
11000,11.44,3,110000,1,5045,50,67477
30000,15.61,10,64000,0,9093,23,53743
20950,17.14,0,41995,0,11833,21,25452
20000,12.69,10,40000,0,5440,25,33564
28000,5.32,3,202000,0,5744,15,75433
6825,16.55,10,40000,1,3036,4,19736
16000,13.66,1,79000,0,3614,17,35542
8000,9.99,7,48000,0,3158,8,22466
2375,19.19,10,60000,1,8301,15,8638
15500,12.29,10,43500,0,4222,34,22786
20300,23.99,10,60000,0,3006,20,14422
24000,9.17,1,110000,4,11103,32,20248
20000,5.32,2,110000,0,8515,19,48176
1800,10.99,3,60000,0,4710,19,29990
16000,13.33,1,75000,0,4680,17,17621
15000,9.17,10,105000,0,6901,24,31119
2775,13.67,10,56000,0,6018,19,22884
22000,10.99,9,150000,2,4741,31,14967
24000,16.55,8,60000,2,4191,23,58850
5000,13.33,10,65000,0,9762,19,64592
18500,5.32,10,125000,1,7816,27,42645
13000,13.99,10,55000,1,4191,26,27568
7000,15.61,1,45000,0,3492,24,17185
24000,11.99,4,55000,0,12776,26,46016
9000,6.24,1,29598,0,3737,8,23844
12000,18.99,10,65000,0,5137,33,109010
5950,17.86,8,39000,0,7144,15,12752
6500,13.33,7,116000,1,3767,34,27847
25000,10.99,10,88500,1,8819,24,85854
31525,16.99,1,70000,0,6628,8,46788
17625,16.99,6,130000,1,5471,37,77413
25000,9.17,10,56000,1,10127,26,14091
25000,6.89,5,92000,1,5075,18,23250
29450,19.99,5,135000,0,6080,33,55827
4000,8.18,2,62000,0,6110,24,38170
12000,12.39,1,180000,0,3553,8,103377
10000,9.99,1,36337.6,0,5106,19,20668
8000,11.53,1,71000,0,3280,32,199230
20000,8.18,10,72145,2,5440,22,33197
5000,14.65,5,28999,0,14298,22,10267
2400,13.99,2,16000,0,1972,6,6085
5000,16.55,3,53650,0,6901,22,107613
2000,14.31,2,70000,0,4741,37,57242
26350,15.99,1,75000,0,5624,28,77029
15000,9.17,0,31000,0,11315,19,15496
15000,19.52,10,64800,0,5897,14,86591
18300,14.33,3,50000,0,9063,31,46677
8000,7.26,1,35000,0,3706,29,42724
10000,13.99,8,40000,0,3888,23,40451
15000,8.19,10,97255,1,7085,24,52168
16950,18.25,2,58000,1,6598,26,47574
4000,9.99,0,28702,0,17159,30,8200
28000,8.67,1,125000,0,8362,43,132416
6000,7.89,8,75000,1,14418,53,22536
28000,10.99,1,105000,0,5471,15,40135
4000,15.61,10,90000,0,5259,15,9502
15000,13.18,1,52000,0,8636,10,40312
20000,7.89,10,50000,0,7175,38,387570
16800,7.89,10,65000,0,6445,47,32157
20400,8.18,2,135000,0,3280,18,62578
15000,10.99,5,200000,0,6871,13,22422
2000,9.99,10,22000,0,9520,13,7420
25600,8.18,10,125000,0,11011,36,238922
35000,12.29,10,155000,0,11893,42,160823
23925,22.99,5,57000,1,7175,29,24225
5000,13.33,4,28000,0,2641,9,7949
4850,20.99,0,18574.8,0,6263,17,9929
25000,24.5,8,103000,0,10524,17,32205
9500,7.89,10,62000,0,9489,20,43898
11050,18.25,2,40000,0,7328,47,61354
6500,12.29,9,100000,0,3979,22,29635
8000,12.05,8,48500,0,6598,13,6859
8000,13.33,10,37000,0,4344,21,15506
3750,14.65,7,35000,0,4680,27,28455
8000,12.29,5,45000,0,3888,12,60489
35000,11.53,7,86593,0,6018,17,66565
6800,14.65,2,64870,0,5045,33,71400
20000,9.99,1,55000,0,4283,27,18685
16800,16.55,8,40000,0,5714,25,25521
22400,12.29,10,123000,0,5106,24,100273
18000,9.99,5,135000,2,6233,36,34459
4300,10.99,1,14400,0,8209,12,16046
10000,5.32,5,47000,0,3949,15,51279
23525,9.99,1,175000,0,7663,26,164051
24000,6.89,10,115000,0,9063,46,129712
3625,17.57,6,43000,3,12411,14,11198
10000,10.99,10,59355,0,5167,31,29314
16000,6.39,10,60000,0,4406,19,22659
6000,5.93,8,48000,0,9002,38,43554
30000,16.55,6,110000,0,7571,27,75152
22000,10.49,10,96000,0,5989,57,204842
25000,12.59,3,104000,0,5593,39,113143
5000,8.18,0,59000,0,8971,27,15320
13000,11.53,10,68650,0,9428,43,65139
22750,12.39,10,75000,0,7175,45,69550
24000,9.17,10,75000,4,9946,39,22302
10400,16.55,2,67000,1,7450,35,60882
20000,6.24,10,120000,0,18012,37,50249
25000,14.65,2,135000,0,10188,13,57206
6000,12.29,5,55000,0,4922,45,111324
23225,16.55,1,53000,0,9732,30,20852
12000,9.17,4,80000,0,8209,20,97843
32000,18.25,2,120000,0,6932,15,31300
7775,17.57,6,36000,0,5775,26,38180
7000,6.24,0,57132,0,4833,28,10712
7200,16.99,10,81000,0,5714,26,27912
20000,13.67,3,72000,3,3979,21,33108
20000,13.67,3,100000,0,8911,27,103672
5000,8.67,10,58300,0,4344,36,84425
5000,11.49,10,43000,0,6080,25,12641
16000,9.17,10,55000,0,11193,15,41079
15000,6.89,5,200000,0,5989,32,143418
6400,7.89,10,107000,0,5014,13,4185
22300,19.99,5,62000,0,6779,26,91543
11000,7.89,10,42200,0,4710,22,28070
15000,8.19,10,63000,0,3857,6,19919
12900,18.99,10,38000,1,8301,29,24122
22175,9.76,1,71490,2,7024,41,39886
21000,6.89,2,100000,0,5379,19,60170
12000,19.99,4,57000,0,4010,7,54477
8000,7.89,10,50000,0,4132,14,41268
15000,12.29,3,77000,0,7297,18,28669
8000,16.55,3,65000,0,4588,17,111857
30000,17.57,7,109400,0,4894,36,71271
2000,13.33,3,68000,1,11558,34,42626
29500,13.67,10,132000,1,9305,36,177061
12000,7.89,10,65000,0,16582,28,49455
9000,8.18,1,105000,0,6202,36,90724
18000,9.76,3,58000,1,11833,22,7795
30000,17.57,0,60000,0,8209,23,40154
5000,9.76,1,52500,0,3706,19,7008
14000,7.89,6,142000,0,8240,12,64313
10000,12.29,7,50000,0,1727,6,5312
20000,7.89,1,54000,1,8758,20,38026
24000,9.99,10,90000,0,7541,42,128160
3975,15.61,0,17748,0,4833,17,15910
20000,15.61,10,68900,1,4163,13,20065
10000,13.18,6,70000,0,3676,10,52380
11000,12.05,3,46800,0,6355,38,60699
8550,16.99,5,62500,0,6171,21,48113
30000,16.55,1,90000,0,6049,24,37108
35000,18.2,4,300000,0,7205,33,89421
8500,15.59,10,47000,0,2914,10,12290
35000,11.53,3,140000,0,6720,45,132428
28000,13.66,10,82000,0,10707,19,50997
15000,10.99,1,120000,0,4680,14,53313
35000,16.55,1,130000,0,10311,33,69030
22000,13.33,9,70000,0,3918,25,31251
13050,14.33,6,60000,1,6536,24,92576
28975,19.99,10,63000,1,7816,32,35264
20000,6.92,6,71000,2,4436,39,60950
24000,13.99,10,140000,0,6659,52,94956
10475,18.25,7,35000,0,4619,23,44611
16200,11.44,8,75000,0,5563,26,46026
9600,7.89,8,180000,0,5349,38,111766
18000,7.89,2,103000,1,4802,47,181734
17600,14.31,10,54000,0,4894,27,51226
20000,5.93,10,60000,0,8271,7,16264
16000,11.44,9,120000,0,10311,37,62799
20000,7.89,2,92000,0,10919,41,95652
28000,8.19,10,75000,0,9946,31,27673
10000,6.89,2,25000,0,8301,35,7149
20000,17.86,0,53000,1,7054,25,41425
30000,9.99,8,102000,0,5652,21,53787
19600,13.99,1,170000,0,8605,35,88881
4950,19.19,10,122000,1,6080,69,91678
10000,6.24,10,35000,0,11833,23,17542
15000,6.89,10,52000,0,4863,21,64988
3000,12.29,0,60000,3,10858,27,82341
20000,6.92,10,141515,0,9305,42,140516
5000,6.24,10,85000,0,4375,31,55146
24600,10.99,6,160000,0,8059,38,104074
12000,6.03,2,76000,0,4680,47,285123
12500,8.18,10,60000,0,5137,16,27051
10000,8.18,3,39800,1,6414,25,22431
20000,13.66,6,80000,0,3676,13,26181
21000,9.99,5,65000,0,10401,24,21645
8800,17.86,7,21000,0,5228,19,22992
16175,13.33,0,78000,0,6233,29,77812
20000,7.89,10,112000,0,7450,32,25161
20000,8.18,5,120000,0,8301,49,180965
22800,16.55,7,60000,0,5410,34,54315
5000,10.99,10,130000,1,7967,30,11543
15000,10.64,1,187000,0,5318,20,130424
7600,7.26,10,50000,0,11468,28,26302
35000,17.86,10,185000,0,8880,59,117295
7225,18.99,1,30720,0,1788,7,7698
16000,18.55,10,47000,1,5471,29,53992
11825,13.18,10,50000,2,6901,29,29776
26900,18.55,10,58500,0,6080,13,33562
19200,9.99,10,91514,0,8059,15,19913
7000,15.61,2,75000,1,8028,23,6283
25000,12.59,10,90000,0,6445,21,58836
11200,13.99,10,32000,0,5075,37,13791
28000,22.99,1,110000,1,6871,50,62027
25000,16.55,0,72000,0,10766,40,53791
4000,15.61,1,28000,0,1880,6,32801
11000,17.57,3,35000,0,4528,27,25956
19200,13.99,10,48000,0,5198,28,38533
28000,13.33,2,90000,0,6141,25,57109
35000,13.33,2,114000,0,6901,38,140093
12000,10.99,5,90000,0,11072,13,6087
15000,11.53,10,55000,0,4710,49,79698
16300,26.06,10,48000,4,7328,32,38245
4800,13.99,0,30000,0,2914,11,8004
5375,18.84,4,13695,0,2184,4,22016
7200,19.99,1,40000,0,2153,9,14166
11200,13.33,1,45000,0,2853,19,19683
21000,16.55,10,64000,0,6355,62,55336
8000,16.55,6,77000,0,3645,20,59369
7000,12.29,6,37700,0,11072,23,5746
33000,12.88,1,88000,0,4741,30,69091
12500,12.99,10,75000,0,6080,25,67283
20000,14.65,1,45000,0,5137,31,48068
8000,9.99,7,33600,0,6294,30,40182
20000,5.32,9,110000,0,4314,37,39668
14000,8.18,1,70000,0,9854,34,63108
13200,17.86,4,36000,0,7602,29,53366
35000,16.99,1,135000,0,5989,19,75175
20000,11.53,6,68900,3,4984,17,11081
18000,12.69,5,93000,0,2276,15,91517
2000,11.53,3,50000,0,5958,29,46634
35000,12.39,10,75000,0,7085,20,55790
12000,21.99,10,30000,0,4132,25,31444
8000,15.61,1,45000,1,4894,28,29841
5000,10.99,10,60000,0,3492,31,149073
5000,13.33,10,32000,1,5167,35,21628
10000,14.65,2,32000,1,6171,13,15120
7800,9.99,6,40000,0,3341,21,45120
8275,9.17,1,50000,0,5836,52,174174
6000,7.89,1,40000,0,7816,20,33508
12200,10.99,10,40000,0,6871,18,38114
5300,6.03,10,47000,0,7571,17,3824
15000,5.32,10,170000,0,10372,37,29302
18000,16.99,3,48000,0,7085,15,24548
19625,16.55,10,55000,0,5624,33,31471
20000,9.49,7,84000,1,5714,24,51675
20000,9.49,10,60000,0,11407,14,48050
12000,17.57,2,43000,0,4953,43,56618
28000,7.89,10,85000,0,15759,33,46065
14000,19.52,3,60000,0,3645,14,37677
11050,12.69,7,40000,0,4314,21,48865
35000,23.99,10,100000,0,10524,33,80517
17000,20.99,4,38000,0,8059,16,19003
6250,9.17,5,45000,0,3767,9,57510
10000,6.68,10,48000,0,8362,30,57282
12000,13.33,10,92306,0,6963,17,21705
16000,13.33,10,115000,0,6445,37,50611
11725,20.99,1,35000,0,3006,24,19692
7675,14.33,10,32000,1,13599,21,40035
13000,7.26,3,120000,0,4283,27,36442
10000,9.17,5,65000,0,4680,24,16989
14175,22.99,3,40000,0,4436,62,186318
10000,13.33,6,117000,0,5198,12,22832
25000,7.89,10,90000,0,9520,40,82057
9000,7.89,2,47000,1,6506,13,31096
25000,7.89,1,70000,0,5106,40,153267
10000,17.57,1,35000,0,1606,4,21942
35000,18.55,10,250000,0,5287,41,81851
25000,9.99,5,215000,0,7663,47,116467
4300,9.17,0,53371,0,4984,23,6952
11000,7.89,10,43000,0,9915,12,25573
18000,9.17,10,91000,0,6871,12,46100
10000,13.67,1,45000,0,3492,22,9218
18500,16.55,0,54442,0,9336,18,33217
12000,11.53,10,105000,1,9458,17,55754
6000,11.99,3,72000,0,1911,12,34829
21000,6.92,2,140000,1,6018,21,129455
10000,14.65,7,40000,0,7479,12,18346
30000,18.84,1,100000,0,8059,35,35261
18000,6.24,10,55000,0,8301,18,31368
24000,12.69,4,105000,1,10097,16,24594
13000,11.99,10,110000,0,7632,30,132700
7000,16.99,8,56000,0,6689,33,129643
8100,12.69,6,60000,1,4163,19,41253
16800,9.99,2,55000,2,7694,30,73427
2100,11.53,1,60000,0,4984,25,60388
12000,13.99,1,85000,1,5106,23,66642
17600,19.19,1,40000,0,5744,35,37537
4000,17.86,0,21500,0,12807,9,13478
10000,6.92,10,39000,0,3918,40,39255
11600,13.99,10,63973,0,8362,45,65527
20000,16.55,10,65000,1,7419,67,245571
11000,6.24,10,98000,0,7297,28,85324
5225,13.99,2,35000,0,3433,9,3154
20000,10.99,6,50000,0,5440,35,92697
14000,15.61,10,32296,0,3523,7,13483
30000,8.18,3,110000,0,8240,39,138521
13000,11.53,9,67000,0,5502,32,34573
25000,13.33,3,117000,0,6993,37,211377
11000,10.99,7,54000,0,4710,31,60821
33000,18.25,10,147172,0,7297,38,105959
25000,12.69,1,80000,0,4710,24,16924
13600,17.57,1,40000,1,3096,11,23558
10000,7.89,3,56000,2,9642,32,76312
9000,16.55,9,66000,0,3614,14,33188
13000,6.89,10,96000,0,6840,20,52427
12000,9.99,5,70000,0,4253,29,32553
4000,9.17,10,50000,0,7755,44,6128
15000,10.49,10,98000,0,4984,36,28416
12000,17.86,10,50000,1,5167,26,19105
9000,5.32,10,104000,0,10797,42,121673
14000,12.29,5,40000,0,3096,12,18700
6500,9.49,4,32000,0,11619,13,4082
16000,5.32,0,85000,1,14390,30,63807
8800,11.53,4,42000,1,4619,11,8968
35000,17.86,10,81000,1,10585,22,32402
14000,9.17,10,87000,7,7054,28,66164
20000,6.24,6,125000,2,10035,23,34283
12000,15.61,5,37000,0,3523,17,19693
5000,7.26,5,46000,0,5228,13,13149
31500,9.17,10,63000,0,5349,24,38460
11200,23.99,3,75000,0,4467,13,36123
28000,13.33,10,70000,0,14907,16,38752
21000,14.99,8,98100,0,5287,37,86202
17000,17.57,2,72000,0,4071,17,84783
10000,11.53,1,62000,0,5958,29,40595
35000,13.33,9,92268,0,11802,14,73914
18000,12.99,10,51000,0,6720,16,19174
24000,14.65,0,72000,0,6475,19,71767
12000,15.59,2,60000,0,4772,12,19263
32625,9.99,1,275000,0,5532,23,99734
5600,19.19,7,35000,0,3767,15,25894
11200,18.49,10,60000,0,4710,22,41100
20225,14.48,4,125000,0,5045,16,294363
19125,16.99,10,75000,0,13172,36,66131
20000,8.18,6,50000,0,4071,16,40738
5000,7.89,10,80000,0,4375,23,59485
35000,13.33,8,125000,0,11103,28,181237
10000,7.89,5,39250,0,8424,38,37360
28000,13.33,2,155000,0,8789,57,162650
4000,11.53,0,75000,1,13841,50,12686
10000,6.89,10,110000,0,12957,36,93218
16200,14.65,0,53000,0,7358,27,33141
6200,24.5,4,40000,0,1880,12,27297
12000,8.18,3,30000,0,3767,7,16738
6000,11.53,3,35000,0,6233,5,24242
12000,7.89,10,65000,0,9976,17,17488
10000,9.17,0,72000,0,8605,18,16657
4000,11.53,10,50000,0,5410,23,38056
5000,13.18,1,50000,2,5836,8,63974
16800,12.69,10,55000,2,11011,20,19117
13900,7.89,2,29000,0,8028,14,37854
29050,12.39,9,120000,0,8028,24,118869
1000,17.86,10,70000,0,5471,42,51056
14000,6.49,10,42000,0,9642,17,31471
12000,8.19,4,70000,0,3553,9,55930
13200,17.57,3,44000,0,1850,12,47159
8000,9.99,7,60000,0,6110,8,27198
8000,12.29,10,30000,0,7113,23,21200
3000,7.89,1,35000,0,4406,32,76812
11400,18.55,0,55540,0,4497,29,48131
11200,16.99,10,40000,0,3888,6,4723
26500,15.61,1,83200,0,5045,24,137411
28000,9.99,10,63000,0,10097,31,57662
9300,17.86,6,24500,0,1666,10,19749
8000,15.59,3,56000,3,3492,11,30869
2000,10.64,3,71800,0,7694,32,41926
10000,15.61,7,60000,1,13811,15,16353
15000,9.17,10,110000,0,6171,19,24052
5000,13.33,1,60000,0,3614,21,52750
20000,13.18,10,75000,1,3888,16,38260
25000,7.91,6,205000,0,6383,35,71906
24000,6.92,2,125000,0,9854,30,54839
10000,5.32,10,75000,0,4680,30,13435
3000,13.66,4,100000,0,7328,26,109607
